SMILES,res_fitness
CC#CCCc1cc(N)ccc1Oc1cccc2c1[nH]c1c3c(ccc1[nH]c1c(-c4ccc(-c5ccc(N)cc5)cc4-c4ccc(O)c(O)c4-c4ccccc4)cc(N)cc12)-c1c(N)ccc-3c1Nc1ccccc1N,489.32428415311267
CCCNc1ccc(-c2cc(N)cc(-c3ccc(N)c(Oc4cc(-c5ccccc5-c5ccc(N)cc5)ccc4N)c3)c2NCc2ccccc2Oc2c3cccc2-3)c(-c2ccccc2-c2c(N)cccc2N)c1NN,488.8500111256828
CCCc1cc(N)cc(C)c1Oc1cccc2c1[nH]c1c3c(ccc1[nH]c1c(-c4ccc(-c5ccc(N)cc5)cc4N)cc(N)cc12)-c1c(N)ccc-3c1Nc1ccc2cc1NOc1cccc(-c3ccccc3)c1O2,488.60133877906287
Cc1cc(N)cc(C)c1Oc1cccc2c1[nH]c1c3c(ccc1[nH]c1c(-c4c(N)cc(-c5ccc(N)cc5)cc4-c4ccc(O)c(O)c4-c4ccccc4)cc(N)cc12)-c1c(N)ccc-3c1Nc1ccccc1N,488.4397864167414
CCNc1ccc(-c2cccc(-c3ccc(N)c(Oc4cc(-c5cccc(N)c5-c5ccc(N)cc5)ccc4N)c3)c2NCc2cccc(C)c2Oc2c3cccc2-3)c(-c2ccccc2-c2c(N)cccc2N)c1NN,488.42311277263326
CNc1ccc(ONc2cccc(N)c2-c2ccccc2N)c(CNc2ccc(N)c(Nc3ccccc3N)c2-c2c3cc(N)c(Oc4cc(-c5cccc(N)c5-c5ccccc5)ccc4N)c2-3)c1,488.2591222991753
Nc1cccc(-c2ccc(N)c(Oc3c(N)cc4c(-c5c6c(N)cc(c5NCc5cc(N)ccc5ONc5cccc(N)c5-c5ccccc5N)-c5cccc(c5)N6)c3-4)c2)c1c1ccc(-c2c3cccc2-3)cc1,488.2153512513028
CCc1cccc(C)c1Oc1cccc2c1[nH]c1c3c(ccc1[nH]c1c(-c4ccc(-c5ccc(N)cc5)cc4N)cc(N)cc12)-c1c(N)ccc-3c1Nc1ccccc1NOc1ccccc1Oc1ccccc1NN,487.9542327842911
CCNc1ccc(-c2cc(N)cc(-c3ccc(N)c(Oc4cc(-c5ccccc5-c5ccc(N)cc5)ccc4N)c3)c2NCc2cccc(C)c2Oc2c3cccc2-3)c(-c2ccccc2-c2c(N)cccc2N)c1NN,487.6703351626028
CCCNNc1ccc(Oc2cccc3c2-c2ccccc2-c2c(ccc(O)c2O)-c2cc(-c4ccc(N)cc4)cc(N)c2-c2cc(N)cc-3c2Nc2cccc(-c3ccc(N)cc3Nc3cccc4c3N4)c2N)cc1,487.6661934858845
CCCCNCNc1ccccc1NNNc1ccc(ONc2cccc(N)c2-c2ccccc2N)c(CNc2ccc(N)cc2-c2c3cc(N)c(Oc4cc(-c5cccc(N)c5-c5ccccc5)ccc4N)c2-3)c1,487.5257738312696
CCc1cc(N)cc(C)c1Oc1cccc2c1[nH]c1c3c(ccc1[nH]c1c(-c4ccc(-c5ccc(N)cc5)cc4N)cc(N)cc12)-c1c(N)ccc-3c1Nc1ccccc1NOc1ccccc1Oc1ccccc1N,487.3695879055974
CNc1ccc(-c2cc(N)cc(-c3c4cc(N)c(Oc5cc(-c6cccc(N)c6-c6ccc(N)cc6)ccc5N)c3-4)c2NCc2cc(N)ccc2ONc2cccc(N)c2-c2ccccc2N)cc1NN,487.290421789004
Nc1ccc(-c2c(N)cccc2-c2ccc(N)c(Oc3c(N)cc4c(-c5c6c(N)cc(c5NCc5cc(N)ccc5ONc5cccc(N)c5-c5ccccc5N)-c5cccc(c5)N6)c3-4)c2)cc1c1ccccc1,486.9963919570102
CNc1ccc(ONc2cccc(N)c2-c2ccccc2N)c(CNc2ccc(N)c(Nc3ccccc3)c2-c2c3cc(N)c(Oc4cc(-c5cccc(N)c5-c5ccccc5)ccc4N)c2-3)c1N,486.66231305782475
CNCNc1cccc2c1N2Cc1cc(N)ccc1ONc1cccc(N)c1-c1ccc2cc1NCNc1ccc(N)cc1-c1ccc(N)c3c1N2c1c(-c2cccc(N)c2-c2ccc(N)cc2)ccc(N)c1O3,486.4815931998483
CCNc1ccc(-c2cc(N)cc(-c3ccc(N)c(Oc4cccc(-c5cccc(N)c5-c5ccc(N)cc5)c4)c3)c2NCc2cc(N)cc(C)c2Oc2c3cccc2-3)c(-c2ccccc2-c2ccccc2N)c1NN,486.42779774370365
Nc1ccc(-c2ccc(-c3cc(N)cc4c3[nH]c3ccc5c(c3[nH]c3ccccc34)-c3ccc(N)c-5c3Nc3ccccc3NOc3cccc(-c4ccccc4)c3N)c(N)c2)cc1Nc1cccc2c1N2,486.3432472423233
CNNNNc1ccc(-c2ccc3c(c2)-c2cc-3ccc2N)c(-c2ccc(N)c(Oc3c(N)ccc4c3-c3ccc(cc3)-c3ccccc3-c3c(-c5ccccc5Nc5ccc6cc5-6)cccc3-c3c(N)cccc3-4)c2)c1,486.210606555741
